card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id,player_group_id,other_card_ids
BA,USA,CHI,Central,$1.0M,LD,LEFT,217.0,78,ALEX VLASIC,80,79.90,82,80,83,79,82,72,83,73,83,75,76,75,77,77,81,82,81,81,67,84,85,88,51,76,1128,G81,"2509,4505"
CMG,USA,CHI,Central,$4.0M,LD,LEFT,217.0,78,ALEX VLASIC,83,82.70,83,83,86,82,83,75,86,76,86,78,79,78,80,80,84,85,84,84,70,87,88,91,54,79,2509,G81,"1128,4505"
COM,USA,CHI,Central,$7.0M,LD,LEFT,217.0,78,ALEX VLASIC,86,85.60,85,86,89,85,85,78,89,79,89,81,82,81,83,83,87,88,87,87,73,90,91,94,57,82,4505,G81,"1128,2509"
BA,Russia,WBS,,$0.8M,LD,LEFT,229.0,76,ALEXANDER ALEXEYEV,78,77.85,83,78,82,76,83,70,84,72,83,73,69,71,75,75,81,82,79,80,70,77,83,81,55,75,3247,G82,
BA,Sweden,SA,,$0.8M,RW,RIGHT,198.0,72,ALEXANDER HOLTZ,78,78.80,87,83,80,81,87,79,83,80,83,81,78,79,78,79,75,80,75,80,60,69,66,73,60,85,2909,G83,3741
TRAN,Sweden,VGK,Pacific,$2.0M,RW,RIGHT,198.0,72,ALEXANDER HOLTZ,81,81.95,90,86,83,84,90,82,86,83,86,87,81,82,81,82,78,83,78,83,63,72,69,76,63,88,3741,G83,2909
BA,Canada,UTA,Central,$0.7M,C,LEFT,185.0,71,ALEXANDER KERFOOT,77,77.90,84,80,74,81,84,77,79,77,79,79,77,77,79,77,74,76,74,77,57,78,74,78,74,77,1608,G84,
BA,Sweden,LIF,,$0.5M,LD,LEFT,183.0,74,ALEXANDER LUNDQVIST,75,75.85,87,83,75,79,87,66,89,67,87,67,70,66,70,73,74,74,74,90,73,77,75,77,68,85,3464,G85,
MARQ,Russia,CAR,Metropolitan,$4.0M,LD,LEFT,218.0,75,ALEXANDER NIKISHIN,83,83.00,84,83,89,82,83,78,89,79,86,77,80,78,78,78,86,89,86,86,79,86,84,85,56,81,3820,G86,4109
NG,Russia,CAR,Metropolitan,$8.0M,LD,LEFT,218.0,75,ALEXANDER NIKISHIN,87,86.80,86,87,93,86,85,82,93,83,90,81,84,82,82,82,90,93,90,90,83,90,88,89,60,85,4109,G86,3820
BA,Russia,NYI,Metropolitan,$0.7M,LD,LEFT,220.0,73,ALEXANDER ROMANOV,77,77.10,83,77,80,76,83,67,84,68,81,72,72,68,75,75,81,80,80,77,61,78,82,80,47,72,1402,G87,
ALUM,Sweden,STL,,$1.0M,LW,LEFT,211.0,72,ALEXANDER STEEN,80,80.30,83,79,81,80,83,79,81,79,82,79,81,80,83,81,78,82,80,80,62,82,75,78,73,82,2179,G88,
BA,Sweden,HER,,$0.6M,LW,LEFT,172.0,74,ALEXANDER SUZDALEV,76,76.25,84,81,79,75,84,74,83,76,83,79,72,76,76,77,69,77,69,84,67,70,67,74,67,79,2943,G89,
BA,Sweden,SJS,Pacific,$0.9M,C,LEFT,190.0,74,ALEXANDER WENNBERG,79,79.40,86,82,80,79,86,79,80,79,80,79,79,80,79,79,75,79,75,79,57,79,74,79,77,89,1500,G90,4001
BEM,Sweden,SJS,Pacific,$4.0M,C,LEFT,190.0,74,ALEXANDER WENNBERG,83,83.20,88,86,84,83,88,83,84,83,84,83,83,84,83,83,79,83,79,83,61,83,78,83,81,93,4001,G90,1500
ALUM,Canada,VAN,,$1.0M,LW,LEFT,197.0,73,ALEXANDRE BURROWS,80,80.80,83,81,81,80,83,80,81,79,80,80,82,81,79,80,80,81,82,75,70,83,81,79,65,70,2215,G91,
BA,Canada,MTL,Atlantic,$0.6M,RD,RIGHT,174.0,71,ALEXANDRE CARRIER,76,76.55,83,79,75,73,83,71,80,72,79,79,75,73,77,76,75,75,76,76,52,76,78,76,46,76,1339,G92,
BA,Canada,GR,,$0.6M,C,LEFT,192.0,72,ALEXANDRE DOUCET,76,76.30,86,82,81,75,86,73,84,70,82,79,72,74,74,74,72,81,74,84,64,68,65,74,81,74,2878,G93,
BA,France,STL,Central,$0.6M,LW,LEFT,201.0,73,ALEXANDRE TEXIER,76,75.80,82,78,76,73,82,75,78,75,78,77,74,75,75,75,75,76,75,76,57,74,69,74,61,71,1552,G94,
TRAN,France,MTL,Atlantic,$5.0M,LW,LEFT,196.0,73,ALEXANDRE TEXIER,84,84.30,86,87,85,82,86,84,87,84,87,86,83,84,84,84,84,85,84,85,66,83,78,83,70,80,4625,G95,
BA,Russia,STL,Central,$0.6M,RW,LEFT,222.0,78,ALEXEY TOROPCHENKO,76,76.65,84,76,79,80,84,75,81,75,81,73,71,74,72,72,79,80,80,77,67,71,70,76,62,75,1553,G96,
BEM,Russia,STL,Central,$4.0M,RW,LEFT,225.0,78,ALEXEY TOROPCHENKO,83,83.25,87,83,86,87,87,82,88,82,88,80,78,81,79,79,86,87,87,84,74,78,77,83,69,82,3944,G97,
BA,Canada,LV,,$0.6M,C,LEFT,175.0,69,ALEXIS GENDRON,76,77.00,86,83,74,79,86,76,84,80,84,81,72,77,76,76,70,72,75,85,60,68,67,74,79,85,2995,G98,
BA,Canada,NYR,Metropolitan,$2.0M,LW,LEFT,196.0,74,ALEXIS LAFRENIÈRE,81,81.80,85,84,81,82,85,82,83,84,82,84,83,83,84,84,79,80,79,80,62,80,72,80,60,78,1414,G99,
FANT,Canada,NYR,Metropolitan,$7.0M,LW,LEFT,191.0,74,ALEXIS LAFRENIÈRE,86,86.60,88,89,86,87,88,87,88,89,87,89,88,88,89,89,84,85,84,85,67,85,77,85,65,83,2667,G100,
BA,Sweden,TIM,,$0.9M,LD,LEFT,196.0,73,ALFONS FREIJ,79,79.25,85,87,81,77,86,76,86,76,86,82,70,74,78,78,72,77,77,87,67,74,81,82,52,87,3596,G101,
BA,Belarus,WSH,Metropolitan,$2.0M,C,LEFT,247.0,78,ALIAKSEI PROTAS,81,81.45,82,80,86,80,82,77,83,80,83,80,82,82,82,81,83,85,83,80,77,79,77,82,77,70,1674,G102,
TOTW,Belarus,WSH,Metropolitan,$4.0M,C,LEFT,250.0,78,ALIAKSEI PROTAS,83,84.00,86,82,87,87,86,84,84,83,84,82,84,84,84,83,85,87,85,82,80,80,80,83,90,80,3827,G103,4542
NG,Belarus,WSH,Metropolitan,$10.0M,C,LEFT,250.0,78,ALIAKSEI PROTAS,89,89.05,86,88,94,88,86,85,91,88,91,88,90,90,90,89,91,93,91,88,85,87,85,90,85,78,4542,G103,3827
BA,Canada,TOR,,$0.7M,LD,LEFT,152.0,68,ALLIE MUNROE,77,77.00,75,74,75,74,82,78,76,78,80,77,74,75,78,79,76,82,75,78,43,77,79,76,51,77,2374,G104,
BA,USA,NY,,$0.7M,RD,RIGHT,150.0,68,ALLYSON SIMPSON,77,77.85,82,77,80,79,78,76,75,77,77,80,79,80,80,75,79,75,78,79,44,80,76,74,44,79,2348,G105,4343
FI,USA,NY,,$6.0M,RD,RIGHT,150.0,68,ALLYSON SIMPSON,85,85.85,90,85,88,87,86,84,83,85,85,88,87,88,88,83,87,83,86,87,52,88,84,82,52,87,4343,G105,2348
ALUM,Canada,SJS,,$0.6M,C,LEFT,190.0,71,ALYN MCCAULEY,76,76.15,80,75,77,75,81,71,78,72,78,72,78,73,75,75,76,78,74,71,67,79,79,77,70,87,2167,G106,
BA,Canada,GR,,$0.6M,C,LEFT,165.0,70,AMADEUS LOMBARDI,76,76.20,87,83,71,75,87,76,83,77,82,82,75,78,78,77,67,69,67,84,64,71,65,74,79,84,2881,G107,
BA,Canada,MTL,,$0.7M,RD,RIGHT,130.0,65,AMANDA BOULIER,77,78.05,87,81,80,75,79,77,75,78,74,78,82,76,78,77,76,74,77,77,44,79,78,80,49,81,2336,G108,4320
BEM,Canada,MTL,,$5.0M,RD,RIGHT,130.0,65,AMANDA BOULIER,84,85.05,94,88,87,82,86,84,82,85,81,85,89,83,85,84,83,81,84,84,51,86,85,87,56,88,4320,G108,2336
ALUM,Sweden,NYR,,$1.0M,RW,LEFT,175.0,71,ANDERS HEDBERG,80,80.65,84,80,82,82,84,81,83,81,83,77,83,78,79,79,78,81,76,72,71,82,80,80,73,56,2084,G109,
CAP,USA,NYI,Metropolitan,$3.0M,LW,LEFT,231.0,75,ANDERS LEE,82,82.80,84,80,85,83,84,78,85,80,84,82,83,85,82,82,85,87,82,82,72,80,80,85,75,72,1081,G110,1392
BA,USA,NYI,Metropolitan,$1.0M,LW,LEFT,231.0,75,ANDERS LEE,80,80.95,83,78,83,82,83,76,83,78,82,80,81,83,80,80,83,85,80,80,72,78,78,83,73,70,1392,G110,1081
FACE,USA,NYI,Metropolitan,$5.0M,LW,LEFT,234.0,75,ANDERS LEE,84,84.75,85,82,87,86,85,80,87,82,86,84,85,87,84,84,87,89,84,84,76,82,82,87,77,74,3873,G111,
BA,Sweden,CHI,Central,$0.8M,LW,LEFT,203.0,75,ANDRE BURAKOVSKY,78,78.45,85,82,80,80,85,78,80,78,80,80,78,79,79,79,73,80,73,81,60,76,68,76,58,83,1134,G112,"2420,2658"
FI,Sweden,CHI,Central,$2.0M,LW,LEFT,203.0,75,ANDRE BURAKOVSKY,81,81.35,87,85,83,83,87,81,83,81,83,83,81,82,82,82,76,83,76,84,63,79,71,79,61,86,2420,G112,"1134,2658"
FANT,Sweden,CHI,Central,$10.0M,LW,LEFT,203.0,75,ANDRE BURAKOVSKY,89,88.95,91,93,91,91,91,89,91,89,91,91,89,90,90,90,84,91,84,92,71,87,79,87,69,94,2658,G112,"1134,2420"
BA,Sweden,ONT,,$0.7M,LW,LEFT,206.0,77,ANDRE LEE,77,77.35,84,80,87,77,82,65,83,66,82,73,71,71,69,69,86,85,86,84,67,74,75,82,59,74,3040,G113,
BA,Sweden,HV7,,$0.7M,LD,LEFT,201.0,72,ANDREAS BORGMAN,77,76.85,84,77,81,74,85,72,82,72,81,72,73,73,76,75,77,77,78,83,73,76,75,77,58,78,3435,G114,
BA,Sweden,NSH,Central,$0.6M,LD,LEFT,200.0,76,ANDREAS ENGLUND,76,76.35,80,80,82,73,80,66,83,66,82,70,68,66,72,71,83,83,84,81,80,76,82,80,51,66,1359,G115,
BA,Sweden,SKE,,$1.0M,LW,LEFT,195.0,70,ANDREAS JOHNSSON,80,80.45,88,84,81,80,88,81,83,81,83,82,80,80,80,80,71,79,80,81,56,77,71,80,61,76,3574,G116,
BA,Russia,LAK,Pacific,$2.0M,LW,RIGHT,194.0,71,ANDREI KUZMENKO,81,81.30,85,85,82,79,85,82,85,83,84,84,81,82,82,84,79,82,79,82,57,77,67,79,62,82,1276,G117,2678
FANT,Russia,LAK,Pacific,$0.9M,LW,RIGHT,194.0,71,ANDREI KUZMENKO,79,79.40,84,83,80,77,84,80,83,81,82,82,79,80,80,82,77,80,77,80,55,75,65,77,60,80,2678,G117,1276
BA,Russia,CAR,Metropolitan,$3.0M,RW,LEFT,199.0,75,ANDREI SVECHNIKOV,82,82.55,85,83,82,82,85,84,85,85,86,84,83,86,83,83,79,82,82,69,67,76,74,82,59,64,1108,G118,2570
CMG,Russia,CAR,Metropolitan,$5.0M,RW,LEFT,199.0,75,ANDREI SVECHNIKOV,84,84.45,86,85,84,84,86,86,87,87,88,86,85,88,85,85,81,84,84,71,69,78,76,84,61,66,2570,G118,1108
BA,Canada,TUC,,$0.6M,LW,LEFT,187.0,70,ANDREW AGOZZINO,76,77.30,85,81,78,80,85,74,80,75,80,80,75,77,75,75,77,77,77,85,60,70,69,76,67,75,3218,G119,
ALUM,USA,CAR,,$0.6M,LD,LEFT,218.0,77,ANDREW ALBERTS,76,76.25,77,74,84,76,78,70,80,67,80,70,75,65,75,73,82,82,80,75,72,79,82,76,50,63,1798,G120,
ALUM,Canada,HFD,,$3.0M,C,LEFT,178.0,71,ANDREW CASSELS,82,82.35,84,82,82,82,84,80,83,82,83,80,85,81,86,83,81,83,76,86,55,83,82,85,89,79,1956,G121,3885
MARQ,Canada,HFD,,$6.0M,C,LEFT,178.0,71,ANDREW CASSELS,85,85.35,87,85,85,85,87,83,86,85,86,83,88,84,89,86,84,86,79,89,58,86,85,88,92,82,3885,G121,1956
BA,USA,DET,Atlantic,$0.7M,C,LEFT,203.0,73,ANDREW COPP,77,77.45,81,77,78,81,81,75,79,76,78,76,76,76,76,76,77,78,77,71,57,77,75,79,86,76,1213,G122,4048
BEM,USA,DET,Atlantic,$3.0M,C,LEFT,203.0,73,ANDREW COPP,82,82.15,83,82,83,86,83,80,84,81,83,81,81,81,81,81,82,83,82,76,62,82,80,84,91,81,4048,G122,1213
ALUM,Canada,WPG,,$0.8M,LW,LEFT,205.0,75,ANDREW LADD,78,78.75,82,82,87,82,82,80,87,80,87,69,74,69,69,69,87,87,87,64,77,72,74,69,64,74,2289,G123,
BA,Canada,EDM,Pacific,$0.8M,LW,LEFT,183.0,70,ANDREW MANGIAPANE,78,79.30,83,80,78,81,83,78,81,79,81,81,78,80,79,80,78,78,78,78,62,77,75,78,58,78,1237,G124,2670
FANT,Canada,EDM,Pacific,$4.0M,LW,LEFT,183.0,70,ANDREW MANGIAPANE,83,84.10,86,85,83,86,86,83,86,84,86,86,83,85,84,85,83,83,83,83,67,82,80,83,63,83,2670,G124,1237
BA,USA,BOS,Atlantic,$0.7M,RD,RIGHT,214.0,75,ANDREW PEEKE,77,77.00,78,75,82,76,78,75,82,70,81,73,70,69,74,74,81,82,80,80,72,78,81,81,45,72,1033,G125,3712
FACE,USA,BOS,Atlantic,$4.0M,RD,RIGHT,214.0,75,ANDREW PEEKE,83,82.70,81,81,88,82,81,81,88,76,87,79,76,75,80,80,87,88,86,86,78,84,87,87,51,78,3712,G125,1033
BA,USA,RFD,,$0.6M,RD,RIGHT,201.0,72,ANDREW PERROTT,76,77.10,84,82,85,80,84,63,85,64,84,74,64,68,69,68,83,85,85,85,75,69,83,83,50,75,3103,G126,
BA,USA,SJ,,$0.7M,C,RIGHT,187.0,70,ANDREW POTURALSKI,77,77.10,85,81,79,76,84,72,82,73,82,83,72,79,74,74,74,79,76,81,63,72,69,76,78,78,3128,G127,
ALUM,Canada,CHI,,$0.7M,RW,RIGHT,182.0,71,ANDREW SHAW,77,77.00,81,77,77,74,82,73,78,74,77,74,76,75,76,76,82,77,82,71,77,77,78,74,68,57,1822,G128,4474
CHEL,Canada,CHI,Central,$3.0M,RW,RIGHT,182.0,71,ANDREW SHAW,82,82.70,84,83,83,80,85,79,84,80,83,80,82,81,82,82,88,83,88,77,83,83,84,80,74,63,4474,G128,1822
ALUM,Canada,NYR,,$3.0M,C,RIGHT,180.0,72,ANDY BATHGATE,82,82.15,84,82,81,80,84,83,85,83,84,80,85,81,89,82,80,83,78,51,71,82,82,75,88,51,2079,G129,4442
CHEL,Canada,NYR,Metropolitan,$5.0M,C,RIGHT,180.0,72,ANDY BATHGATE,84,84.05,85,84,83,82,85,85,87,85,86,82,87,83,91,84,82,85,80,53,73,84,84,77,90,53,4442,G129,2079
ALUM,Canada,ANA,,$2.0M,C,LEFT,187.0,70,ANDY MCDONALD,81,81.10,84,81,80,82,88,80,81,85,83,81,84,81,84,82,75,81,72,79,62,82,76,80,77,86,1718,G130,
BA,Canada,ONT,,$1.0M,LD,LEFT,177.0,72,ANGUS BOOTH,80,80.25,89,86,80,81,89,70,90,72,88,77,73,70,79,75,80,78,80,90,75,78,85,85,55,85,3034,G131,
BA,Canada,OTT,Atlantic,$0.5M,LW,LEFT,183.0,70,ANGUS CROOKSHANK,75,75.70,81,78,77,76,81,72,78,73,78,76,73,75,73,73,75,77,78,78,67,71,73,76,60,73,1448,G132,
BA,Austria,OTT,,$0.6M,LW,LEFT,143.0,65,ANNA MEIXNER,76,76.80,87,80,74,79,87,76,72,79,72,80,78,79,75,76,73,73,82,70,45,75,67,72,60,83,2359,G133,4325
BEM,Austria,OTT,,$4.0M,LW,LEFT,143.0,65,ANNA MEIXNER,83,84.25,94,87,81,86,94,83,80,86,80,87,85,86,82,83,80,80,89,80,52,82,80,80,67,90,4325,G133,2359
BA,USA,SEA,,$0.5M,LD,LEFT,132.0,68,ANNA WILGREN,75,74.60,73,78,83,72,77,72,70,73,74,73,76,77,77,71,81,76,66,79,44,79,69,75,44,78,2398,G134,4341
CMG,USA,SEA,,$4.0M,LD,LEFT,132.0,68,ANNA WILGREN,83,83.05,81,86,91,83,85,80,80,81,82,81,84,85,85,80,89,84,74,87,52,87,80,83,52,86,4341,G134,2398
BA,USA,TOR,,$0.7M,RW,RIGHT,140.0,70,ANNEKE RANKILA,77,77.60,82,81,81,74,84,76,72,78,72,78,73,80,75,73,80,79,80,81,43,77,82,75,68,76,2375,G135,
BA,Canada,WSH,Metropolitan,$0.7M,LW,LEFT,180.0,71,ANTHONY BEAUVILLIER,77,77.45,83,79,77,81,83,76,78,76,77,78,75,76,76,76,77,77,75,77,62,76,75,78,57,77,1680,G136,3706
FANT,Canada,WSH,Metropolitan,$11.0M,LW,LEFT,181.0,71,ANTHONY BEAUVILLIER,90,90.75,90,93,91,95,90,90,92,90,91,92,89,90,90,90,91,91,89,91,76,90,89,92,71,91,2649,G137,4105
CHEL,Canada,WSH,Metropolitan,$2.0M,LW,LEFT,180.0,71,ANTHONY BEAUVILLIER,81,81.25,85,83,81,85,85,80,82,80,81,82,79,80,80,80,81,81,79,81,66,80,79,82,61,81,3706,G136,1680
MARQ,Canada,WSH,Metropolitan,$6.0M,LW,LEFT,181.0,71,ANTHONY BEAUVILLIER,85,85.95,87,88,86,90,87,85,87,85,86,87,84,85,85,85,86,86,84,86,71,85,84,87,66,86,4105,G137,2649
BA,Canada,TBL,Atlantic,$3.0M,C,LEFT,191.0,73,ANTHONY CIRELLI,82,82.10,84,82,80,80,85,80,82,80,82,82,83,82,83,82,80,81,82,85,62,85,80,87,82,75,1562,G138,3288
MARQ,Canada,TBL,Atlantic,$4.0M,C,LEFT,191.0,73,ANTHONY CIRELLI,83,83.00,84,83,81,81,85,81,83,81,83,83,84,83,84,83,81,82,83,86,63,86,81,88,83,76,3288,G138,1562
BEM,Canada,TBL,Atlantic,$5.0M,C,LEFT,193.0,73,ANTHONY CIRELLI,84,84.00,85,84,82,82,86,82,84,82,84,84,85,84,85,84,82,83,84,87,64,87,82,89,84,77,4065,G139,
BA,Canada,NYI,Metropolitan,$0.7M,LW,LEFT,200.0,72,ANTHONY DUCLAIR,77,77.45,86,80,76,80,89,78,81,79,81,79,77,78,76,77,67,77,72,72,60,72,66,78,57,80,1401,G140,3416
MARQ,Canada,NYI,Metropolitan,$1.0M,LW,LEFT,200.0,72,ANTHONY DUCLAIR,80,80.25,87,83,79,83,90,81,84,82,84,82,80,81,79,80,70,80,75,75,63,75,69,81,60,83,3416,G140,1401
FI,Canada,PIT,Metropolitan,$0.9M,RW,LEFT,234.0,77,ANTHONY MANTHA,79,78.90,87,78,83,78,87,78,83,78,83,78,75,79,79,79,73,83,80,68,63,73,68,76,60,73,1067,G141,1485
BA,Canada,PIT,Metropolitan,$0.7M,RW,LEFT,234.0,77,ANTHONY MANTHA,77,77.10,85,76,81,80,85,76,81,76,81,76,73,77,77,77,71,81,78,66,61,71,66,74,58,71,1485,G141,1067
MARQ,Canada,DET,Atlantic,$6.0M,RW,LEFT,240.0,77,ANTHONY MANTHA,85,85.60,89,85,90,89,89,85,90,85,90,85,82,86,86,86,80,90,87,75,70,80,75,83,67,80,3865,G142,
BA,Canada,LV,,$0.8M,C,LEFT,185.0,70,ANTHONY RICHARD,78,78.50,84,80,78,82,86,74,81,76,80,80,75,78,79,79,75,79,80,80,60,73,73,78,77,80,2986,G143,
BA,USA,SJ,,$0.5M,RW,RIGHT,190.0,72,ANTHONY VINCENT,75,75.95,85,81,82,77,85,68,83,68,83,74,69,72,71,71,80,82,82,84,67,67,67,72,67,82,3137,G144,
BA,Sweden,RBK,,$0.9M,C,LEFT,176.0,72,ANTON BENGTSSON,79,78.90,84,78,76,79,84,72,82,75,81,77,82,83,80,80,77,81,77,78,70,82,70,78,85,78,3553,G145,
BA,Sweden,LAV,,$0.7M,LW,LEFT,196.0,73,ANTON BLIDH,77,77.90,83,79,83,77,83,73,83,74,83,73,69,73,73,73,83,82,86,81,71,70,78,80,61,71,2966,G146,
BA,Sweden,TIM,,$0.6M,LW,LEFT,176.0,69,ANTON HEIKKINEN,76,75.85,87,84,79,75,89,71,85,71,85,70,70,70,70,72,75,75,73,90,70,73,70,73,75,80,3614,G147,
BA,Sweden,LIF,,$0.9M,RD,RIGHT,187.0,76,ANTON JOHANSSON,79,79.15,87,84,85,83,87,68,87,70,87,70,69,69,71,71,84,84,82,87,82,78,83,84,62,77,3449,G148,
BA,Sweden,TIM,,$0.7M,C,LEFT,192.0,72,ANTON LANDER,77,76.80,86,79,74,76,87,74,82,73,78,82,77,76,76,77,66,77,66,82,64,75,76,79,74,79,3607,G149,
BA,Finland,LHF,,$0.7M,LW,LEFT,185.0,72,ANTON LEVTCHI,77,77.60,85,80,77,76,85,73,83,76,82,76,80,79,79,78,69,78,75,73,62,75,67,79,61,67,3499,G150,
BA,Finland,FLA,Atlantic,$2.0M,C,LEFT,196.0,73,ANTON LUNDELL,81,81.15,82,80,80,81,83,80,82,80,82,81,82,81,81,81,78,82,80,80,62,84,78,85,79,80,1253,G151,"2654,4054"
FANT,Finland,FLA,Atlantic,$12.0M,C,LEFT,196.0,73,ANTON LUNDELL,91,91.55,87,91,91,92,88,91,93,91,93,92,93,92,92,92,89,93,91,91,73,95,89,96,90,91,2654,G151,"1253,4054"
BEM,Finland,FLA,Atlantic,$6.0M,C,LEFT,196.0,73,ANTON LUNDELL,85,84.95,85,84,84,85,84,84,86,84,86,85,86,85,85,85,82,86,84,84,66,88,82,89,83,84,4054,G151,"1253,2654"
BA,Sweden,TIM,,$0.6M,RW,RIGHT,176.0,76,ANTON LUNDMARK,76,76.10,90,86,75,73,90,70,88,70,87,72,70,70,70,70,73,75,75,90,70,72,70,76,70,85,3617,G152,
BA,Sweden,SPR,,$0.6M,LD,LEFT,200.0,76,ANTON MALMSTROM,76,76.25,83,79,86,80,84,62,85,63,84,67,65,67,67,67,82,86,84,84,69,70,82,82,49,74,3152,G153,
BA,Sweden,BIF,,$0.6M,C,LEFT,176.0,73,ANTON OHLSSON,76,75.50,90,86,76,75,90,69,87,69,86,74,73,70,70,70,70,80,68,89,66,72,64,71,81,89,3341,G154,
BA,Sweden,BIF,,$0.7M,RW,LEFT,185.0,72,ANTON RODIN,77,77.05,85,79,77,74,85,75,80,76,80,79,74,79,78,78,72,77,69,75,60,76,70,78,55,80,3336,G155,
BA,Sweden,ROC,,$0.6M,C,LEFT,194.0,75,ANTON WAHLBERG,76,76.45,86,81,82,75,85,71,84,71,84,72,70,71,71,70,79,81,79,84,78,71,68,78,71,74,3086,G156,
BA,Sweden,TIM,,$0.7M,LW,LEFT,194.0,71,ANTON WEDIN,77,77.45,84,83,79,78,85,71,82,74,83,74,73,73,74,73,84,79,79,74,69,73,69,79,64,84,3611,G157,
BA,USA,TEX,,$0.7M,C,LEFT,185.0,71,ANTONIO STRANGES,77,77.20,86,82,79,75,84,73,83,73,82,84,71,77,73,73,77,77,79,84,62,71,70,75,78,86,3184,G158,
BA,Finland,GR,,$0.6M,RD,RIGHT,194.0,76,ANTTI TUOMISTO,76,76.65,84,80,86,79,82,61,83,63,82,74,68,67,71,71,82,82,84,84,67,74,80,80,49,79,2883,G159,
BA,Slovenia,LAK,Pacific,$5.0M,C,LEFT,225.0,75,ANZE KOPITAR,84,84.35,83,81,86,82,83,85,87,84,87,85,85,84,86,85,84,86,81,81,62,86,81,86,90,81,1271,G160,"2603,3664"
GB,Slovenia,LAK,Pacific,$7.0M,C,LEFT,225.0,75,ANZE KOPITAR,86,86.25,84,83,88,83,85,87,89,86,89,87,87,86,88,87,86,88,83,83,64,88,83,88,92,83,2603,G160,"1271,3664"
FACE,Slovenia,LAK,Pacific,$8.0M,C,LEFT,225.0,75,ANZE KOPITAR,87,87.70,87,86,89,86,86,87,90,86,90,88,88,89,90,88,87,90,84,84,65,89,84,90,93,84,3664,G160,"1271,2603"
BA,Canada,MTL,Atlantic,$0.6M,LD,LEFT,240.0,76,ARBER XHEKAJ,76,76.60,78,74,85,78,80,66,87,67,84,71,66,68,71,71,82,86,84,77,81,74,80,80,44,61,1340,G161,2637
TOTW,Canada,MTL,Atlantic,$3.0M,LD,LEFT,240.0,76,ARBER XHEKAJ,82,83.05,85,80,85,84,86,83,85,80,84,80,80,80,80,80,88,87,85,83,85,80,86,83,50,80,2637,G161,1340
BA,Canada,ABB,,$0.7M,LW,LEFT,184.0,72,ARSHDEEP BAINS,77,77.70,84,80,79,81,84,71,81,73,80,79,76,77,76,75,77,81,78,80,69,73,71,78,60,75,2712,G162,
BA,Russia,CGY,,$0.6M,LD,LEFT,203.0,73,ARTEM GRUSHNIKOV,76,75.80,84,79,79,75,85,65,84,64,83,68,67,67,72,70,79,83,79,84,72,73,79,81,49,79,2779,G163,
TRAN,Russia,PHI,Metropolitan,$3.0M,LD,LEFT,225.0,76,ARTEM GURYEV,82,83.25,87,89,95,82,87,80,86,81,86,79,70,76,75,72,90,88,90,91,86,75,89,88,56,81,3740,G164,
BA,Russia,OTT,Atlantic,$0.7M,RD,RIGHT,200.0,75,ARTEM ZUB,77,76.80,82,78,79,75,82,70,79,71,79,72,75,68,75,75,79,79,79,77,72,79,80,80,47,72,1445,G165,3678
FACE,Russia,OTT,Atlantic,$3.0M,RD,RIGHT,200.0,75,ARTEM ZUB,82,81.50,84,83,84,80,84,75,84,76,84,77,80,73,80,80,84,84,84,82,77,84,85,85,52,77,3678,G165,1445
TOTW,Russia,OTT,Atlantic,$4.0M,RD,RIGHT,201.0,75,ARTEM ZUB,83,83.25,85,84,85,81,85,80,85,80,85,80,81,80,81,81,85,85,85,83,80,85,86,86,53,80,4101,G166,
BA,Russia,NYR,Metropolitan,$5.0M,LW,RIGHT,177.0,72,ARTEMI PANARIN,84,84.80,87,89,82,81,87,89,83,89,82,91,91,89,91,91,73,80,74,79,57,84,78,85,64,79,1409,G167,
BEM,Russia,NYR,Metropolitan,$6.0M,LW,RIGHT,176.0,72,ARTEMI PANARIN,85,85.70,87,90,83,82,87,90,84,90,83,92,92,90,92,92,74,81,75,80,58,85,79,86,65,80,3937,G168,4628
MILE,Russia,NYR,Metropolitan,$9.0M,LW,RIGHT,176.0,72,ARTEMI PANARIN,88,88.60,89,93,86,85,89,93,87,93,86,95,95,93,95,95,77,84,78,83,61,88,82,89,68,83,4628,G168,3937
BA,USA,OTT,Atlantic,$0.8M,RW,LEFT,210.0,74,ARTHUR KALIYEV,78,78.05,80,78,81,79,81,77,83,77,82,80,78,80,78,79,73,81,77,78,62,73,68,76,58,73,1440,G169,3806
FACE,USA,OTT,Atlantic,$5.0M,RW,LEFT,210.0,74,ARTHUR KALIYEV,84,84.75,84,85,88,86,85,84,90,84,89,87,85,87,85,86,80,88,84,85,69,80,75,83,65,80,3806,G169,1440
BA,Finland,TEX,,$0.6M,RW,RIGHT,209.0,74,ARTTU HYRY,76,75.50,82,78,76,71,82,70,81,71,81,76,79,75,75,75,71,72,71,76,58,78,70,76,71,79,3188,G170,
BA,Finland,FHC,,$0.7M,LW,LEFT,185.0,69,ARTTU RUOTSALAINEN,77,77.65,83,79,77,80,88,77,81,78,82,81,75,78,77,76,76,75,77,79,62,73,67,73,62,78,3378,G171,
